ACMV25
KC017904,1983
KC017903,1988
KC017902,1991
KC017901,1991
KC017900,1981
KC017899,1989
KC017898,2004
KC017897,2000
KC017890,2003
KC017885,1995
KC017884,2008
KC017883,2004
KC017882,1996
KC017881,1996
KC017880,1996
KC017879,1996
KC017878,1987
KC017877,1987
KC017876,1996
KC017875,1996
KC017874,1996
KC017873,1996
KC017872,1996
KC017871,1996
KC017870,1996
KC017869,1996
KC017868,1994
KC017867,1996
KC017866,2005
KC017864,2005
KC017863,2000
KC017862,2007
KC017859,2007
KC017858,2005
BKvir_N26
JX195583,2010
JX195582,2010
JX195581,2010
JX195580,2010
JX195579,2010
JX195578,2010
JX195577,2010
JX195576,2010
JX195575,2010
JX195574,2010
JX195573,2010
JX195572,2010
JX195571,2010
JX195570,2010
JX195569,2010
JX195568,2010
JX195567,2010
JX195566,2010
JX195565,2010
JX195564,2010
JX195563,2010
JX195562,2010
JX195561,2010
JX195560,2010
JX195559,2010
JX195558,2010
JX195557,2010
JN794043,2008
JN794042,2009
JN794041,2010
JN794040,2008
JN794039,2010
JN794038,2010
JN794037,2008
JN794036,2010
JN794035,2009
JN794034,2007
JN794033,2009
JN794032,2009
JN794031,2008
JN794030,2010
JN794029,2010
JN794028,2007
JN794027,2008
JN794026,2008
JN794025,2010
JN794024,2008
JN794023,2010
JN794022,2008
JN794021,2009
JN794020,2009
JN794019,2010
JN794018,2009
JN794017,2008
JN794016,2008
JN794015,2009
JN794014,2009
JN794013,2009
JN794012,2009
JN794011,2007
JN794010,2010
JN794009,2010
JN794008,2009
JN794007,2010
JN794006,2007
JN794005,2008
JN794004,2009
JN794003,2009
JN794002,2010
JN794001,2010
JN794000,2008
JN793999,2010
JN793998,2007
JN793997,2008
JN793996,2009
JN793995,2007
JN793994,2010
JN793993,2007
JN793992,2008
BPV_N25
AB253599,2005
AB253598,2005
AB253597,2005
AB253595,2005
AB253593,2005
AB253592,2005
KC256805,2012
AB253596,2005
AB253594,2005
AB253591,2005
AB253590,2005
AB253589,2005
AB253588,2005
AB253587,2005
AB253586,2005
AB253585,2005
AB253584,2005
AB253583,2005
BYDV24
DQ631854,2002
DQ631847,2002
DQ631849,2002
DQ631852,2002
DQ115531,2000
DQ115530,2000
DQ115526,1999
DQ115525,1990
DQ118372,1940
DQ631857,1936
DQ631856,1924
DQ631848,2002
DQ631850,2002
DQ631851,2002
DQ631853,2002
AY879231,2002
DQ115532,1917
DQ631855,2002
DQ631842,2003
DQ631843,2003
DQ631841,2002
DQ631840,2002
DQ115528,1990
DQ631845,1942
DQ631844,1925
DQ115533,1925
DQ631846,1921
DQ631858,2003
DQ631859,2002
DQ631860,2002
DQ631861,2002
DQ115529,1990
DQ115527,1990
DQ115534,1925
Betanodavirus_rna1_34
JN189880,2000
JN189889,2000
JN189892,2000
JN189894,2001
JN189850,2001
JN189884,2001
JN189905,2002
JN189849,2002
JN189908,2002
JN189912,2002
JN189854,2002
JN189859,2003
JN189858,2003
JN189906,2003
JN189910,2003
JN189883,2003
JN189911,2004
JN189913,2004
JN189823,2005
JN189856,2005
JN189824,2005
JN189825,2005
JN189826,2005
JN189893,2005
JN189864,2006
JN189848,2006
JN189820,2006
JN189872,2006
JN189875,2006
JN189853,2006
JN189857,2007
JN189799,2007
JN189798,2007
JN189870,2008
JN189871,2008
JN189812,2008
JN189813,2008
JN189796,2008
JN189797,2008
JN189803,2009
JN189801,2009
JN189802,2009
JN189814,2009
EU826137,1993
AB056571,1993
AM085332,1993
AM085315,1995
AY690597,1995
AM085312,1996
AM085317,1996
AM085313,1996
AM085331,1997
AM085330,1998
AJ401165,1999
AM085325,1999
AM085319,1999
AM085326,2000
AM085316,2000
AM085322,2000
AM085320,2001
AF319555,2001
AB373028,2001
FJ803911,2003
FJ809938,2003
FJ803914,2004
FJ803913,2005
FJ803912,2005
FJ789783,2005
EF617330,2006
GQ402012,2006
GQ402010,2007
FJ803915,2008
FJ803917,2008
Betanodavirus_rna2_34
JN190013,2000
JN190030,2000
JN190031,2000
JN190034,2001
JN189915,2001
JN190027,2001
JN190008,2002
JN189939,2002
JN190022,2002
JN190015,2002
JN189941,2002
JN190005,2003
JN190018,2003
JN190009,2003
JN190024,2003
JN190014,2003
JN189934,2004
JN189938,2004
JN190003,2004
JN190017,2005
JN190004,2005
JN190032,2005
JN190007,2006
JN189944,2006
JN189972,2006
JN190012,2006
JN189999,2006
JN189943,2006
JN189946,2007
JN189979,2007
JN189980,2007
JN190010,2008
JN189996,2008
JN189997,2008
JN189949,2008
JN189956,2009
JN189931,2009
JN189958,2009
JN189990,2009
JN189991,2009
D38635,1993
AB056572,1993
D38637,1993
AJ245641,1995
AF175517,1995
AM085335,1996
AJ277804,1996
AJ277811,1996
AJ698093,1996
AM085336,1997
AY324870,1997
AJ277808,1998
AM085345,1998
AY284972,2000
AJ277803,2000
AY744705,2000
AM085338,2000
FJ803921,2003
FJ803923,2003
FJ803920,2004
AJ608266,2004
FJ803919,2005
FJ803918,2005
FJ480948,2005
FJ480950,2005
EF617329,2006
FR669249,2006
HM485328,2006
GQ120525,2008
FJ829452,2008
FJ803922,2008
Bupox_N30
GQ423439,2008
GQ423438,2008
GQ423437,2008
GQ423436,2008
FJ748491,2008
FJ748490,2008
DQ358238,2004
DQ358237,1996
GU584002,2004
GU584001,2007
GU584000,2004
GU583999,2002
GU583998,2009
GU583997,2006
GU583996,1997
GU583995,2000
GU583994,1999
GU583993,2007
GU583992,2006
GU583991,2004
GU583990,2004
GQ443264,2009
GQ443263,2009
CCHV_M_55
AB069669,1966
AB069670,1970
AB069671,1975
AB069672,1978
AB069673,1979
AB069674,1984
AB069675,1988
DQ211629,1968
DQ211625,1975
AJ538197,1979
AY675511,2001
EU037902,2001
DQ211628,1984
AF467768,1966
DQ211632,1997
AY179961,2000
DQ206448,2003
DQ211647,1987
DQ076415,1981
DQ076416,1981
DQ211648,1985
DQ211646,1985
DQ211627,1972
DQ211626,1969
AY179962,1990
CCHV_S_55
AJ010648,1966
AF415236,1970
AF362080,1975
AF354296,1978
AF358784,1979
AJ010649,1984
AY029157,1988
DQ211642,1968
DQ227496,2005
DQ227495,2005
U88413,1968
DQ217602,2005
DQ133507,2001
DQ211641,1984
U88410,1966
DQ211645,1997
U88414,1965
AF527810,1976
AJ538198,2000
DQ211643,1967
DQ211644,1967
AF481802,2000
AY277672,2000
DQ211640,1972
DQ211639,1969
AY049083,1990
AY297692,1990
AY297691,1991
DQ211649,2003
DQ076413,1958
AY223475,1967
AF481799,1985
CTV30
EU660916,2003
EU660918,2003
EU660917,2003
EU579396,2003
DQ660346,2004
DQ660348,2004
DQ660349,2004
DQ660350,2004
DQ660351,2004
DQ660352,2004
DQ660353,2004
DQ660354,2004
DQ660355,2004
EU579363,2003
EU579362,2003
EU579356,2003
EU579358,2003
EU579354,2003
EU579415,2005
EU579416,2005
EU579417,2005
AY791844,2003
EU579424,2003
HQ270182,2010
HQ270183,2009
HQ270184,2000
EU869297,2007
EU869298,2007
EU869299,2007
EU869300,2007
HM853684,2010
AF184116,1995
AF184117,1995
AF184113,1995
AY660009,1995
HM131219,2010
EU579434,2000
EU579433,2000
EU579431,2000
EU579432,2000
HQ329188,2008
HQ329189,2008
HQ329191,2008
HQ329192,2008
HQ329193,2008
HQ329194,2008
HQ329195,2008
HQ329196,2008
HQ329197,2008
HQ329198,2008
AF184118,1995
AY660010,1995
DQ660340,2004
DQ660341,2004
DQ660342,2004
DQ660343,2004
DQ660344,2004
DQ660345,2004
AF184114,1995
EU579429,1998
AF184115,1995
FN667582,2008
M76485,1990
AF260651,1991
FN811556,2007
FN811557,2007
EU579366,2003
CYDV126
AF235168,2000
AY450425,2001
DQ115527,1990
DQ115529,1990
DQ115534,1925
DQ631858,2003
DQ631859,2002
DQ631860,2002
DQ631861,2002
DQ910730,2002
DQ910731,2002
DQ910732,2002
DQ910733,2002
DQ910734,2002
DQ910735,2002
DQ910736,2002
DQ910737,2002
DQ910738,2002
DQ910739,2002
DQ910740,2003
DQ910741,2003
DQ910742,2003
DQ910743,2003
DQ910744,2003
DQ910745,2003
DQ910746,2003
DQ910747,2003
DQ910748,2003
DQ910749,2003
DQ910750,2003
DQ910751,2003
DQ910752,2003
DQ910753,2003
DQ910754,2003
DQ910755,2004
DQ910756,2004
DQ910757,2004
DQ910758,2004
DQ910759,2004
DQ910760,2004
DQ910761,2004
DQ988082,2002
DQ988083,2002
DQ988084,2002
DQ988085,2002
DQ988086,2002
DQ988087,2002
DQ988088,2002
DQ988089,2003
DQ988090,2003
DQ988091,2003
DQ988092,2003
DQ988093,2003
DQ988094,2003
DQ988095,2003
DQ988096,2003
DQ988097,2003
DQ988098,2003
DQ988099,2003
DQ988100,2003
DQ988101,2003
DQ988102,2004
DQ988103,2004
DQ988104,2004
DQ988105,2004
DQ988106,2004
DQ988107,2004
DQ988108,2004
EF372272,2006
EF408186,2005
EF408187,2005
EF408188,2005
EF521827,2000
EF521830,2000
EF521839,2000
EF521848,2000
CabYV126
AY529653,NA
AY529654,NA
DQ973123,NA
DQ973124,NA
EF029112,2003
EF029113,2003
EF029114,2006
EF029115,2006
EF063704,2006
EF063705,2006
EF063706,2006
EF063707,2006
EF063708,2006
EF187338,2003.5
EF187339,2003.5
EF187340,2003.5
EF187341,2003.5
EF187342,2003.5
EF187343,2003.5
EF187344,2003.5
EF187345,2003.5
EF187346,2003.5
EF488996,2006
EF488997,2006
EU000535,2006
EU030629,2007
EU091148,2006
EU244315,2007
FJ428797,2008
Capox_N29
FJ869390,1984
FJ869389,1998
FJ869388,1998
FJ869387,1977
FJ869386,2005
FJ869385,1993
FJ869384,1998
FJ869383,1998
FJ869382,1998
FJ869381,1999
FJ869380,1988
FJ869379,1988
FJ869377,1989
FJ869376,1954
FJ869375,2006
FJ869374,2000
FJ869373,2007
FJ869372,2008
FJ869371,2006
FJ869370,2006
FJ869369,2006
FJ869367,1999
FJ869364,1999
FJ869362,1983
FJ869360,1993
FJ869359,1984
FJ869358,1983
FJ869357,1961
FJ869356,1998
FJ869355,1986
FJ869351,2001
FJ869350,2001
FJ869349,2001
FJ869348,2001
FJ869347,2001
FJ869346,2001
FJ869345,2001
DV4_36
AY152375,1993
AY152376,1993
AY152368,1999
U18425,1982
AY152366,1998
EF436279,1978
JN029828,2010
FJ196850,1990
DQ341219,1996
GQ868582,2001
GQ868583,2004
GQ868585,2005
AH011968,1996
AF326573,1981
AY152360,1981
DQ390320,2004
GU586124,2007
AY152379,1991
EU448463,2007
U18429,1976
U18430,1977
U18428,1973
AY858049,1984
AY858049,2004
AY858050,2004
HM237348,2007
AY152384,1983
AY152389,1981
AB111090,1961
EU448455,2005
AY550909,1978
DQ390319,2004
AY152371,1994
AH012018,1995
DQ341211,1983
U18431,1984
DQ341213,1985
DQ341214,1985
DQ341216,1995
DQ341218,1997
HM171571,2006
EU478408,2006
AF231722,1969
AF231724,1973
EF457906,1975
AF231723,1975
GQ139560,2008
GQ139564,2000
GQ139562,2007
DWV_N1
JF346657,2008.69
JF346656,2008.69
JF346655,2007.89
JF346643,2007.89
JF346642,2007.89
JF346641,2007.89
JF346640,2007.89
JF346639,2007.52
JF346638,2002.69
JF346637,2002.69
JF346636,2007.52
JF346635,2007.52
JF346634,2007.52
JF346633,2007.52
JF346632,1988.1
JF346631,1988.1
JF346630,1988.1
JF346629,1990.61
JF346628,1990.61
JF346627,1990.61
JF346626,1991.61
JF346625,1991.61
JF346624,1991.61
JF346623,1987.18
JF346622,1987.18
JF346621,1987.18
JF346620,1982.96
JF346619,1982.96
JF346618,1982.96
JF346617,1989.95
JF346616,1989.95
JF346615,1989.95
JF346614,1991.26
JF346613,1991.26
JF346612,1991.26
JF346611,2006.61
JF346610,2006.43
JF346609,2006.43
JF346608,2006.43
JF346607,2006.43
JF346606,2006.43
JF346605,2006.43
JF346588,2006.43
JF346587,2006.61
JF346586,2006.61
JF346554,2006.61
JF346553,2006.61
JF346552,2006.61
JF346551,2006.43
JF346550,2006.43
JX661712,2011.67
KC249929,2011.67
KC249928,2011.67
KC249927,2011.67
KC249926,2011.67
EU375542,2009.33
EU375534,2007.47
EU375533,2008
EU375532,2008
HM162359,2008
AB251935,2006.61
AB250363,2011.67
AB250362,2011.67
AB245500,2011.48
AB245499,2011.48
AB245498,2011.48
AB242594,2008
AB242593,2007.58
AB242592,2007.58
AB242591,2007.58
DeV3_N41
FJ375135,2005
FJ375134,2004
EU259608,2002
EU259607,2002
EU259606,2002
EU259605,2003
EU570161,2003
EF440434,2000
FJ389916,2005
FJ389915,2006
FJ389914,2007
FJ389913,2006
FJ389912,2004
FJ389911,2003
FJ389910,2004
FJ389909,2002
FJ389908,2002
FJ389907,2003
FJ389906,2007
GQ330473,2009
EU570160,2003
AB600938,1988
AB600937,1988
AB600936,1988
AB600935,1988
AB600934,1988
AB600933,1988
AB600932,1988
AB600931,1988
AB600930,1988
AB600929,1988
AB600928,1988
AB600927,1988
AB600926,1988
AB600925,1988
JX070134,2011
JX070133,2011
JX070132,2011
JX070131,2011
JX070130,2011
JX070129,2011
JX070128,2011
JX070127,2010
JX070126,2010
JX070125,2010
JX070124,2010
JX070123,2010
JX070122,2010
JX070121,2010
JX070120,2010
EBOV_N2
U23187,1976
AY526098,2001
AY526099,2001
AY526100,2001
AY526103,2002
AY526105,2001
AY526104,2003
AY354458,1995
EU051630,2002
EU051631,2002
EU051632,2001
EU051633,2003
EU051635,2005
EU051634,2005
AY058898,1996
U28077,1995
U81161,1976
U77384,1994
U28006,1994
FJ217161,2007
U23069,1979
EU338380,2004
FJ968794,1976
AY729654,2000
FJ621583,2008
FJ621584,2008
FJ621585,2008
AB050936,1996
U23416,1992
U23417,1992
U23152,1989
AF034645,1989
EqEn_61
AF069903,1971
U55350,1995
L00930,1961
GU085856,1969
AF004458,1981
U55362 ,1983
GU085852,1997
AF100566,1997
DQ390224,1998
GU085857,2006
GU085854,2006
GU085853,2006
GU085858,2007
GU085855,2007
AF075252,1962
GU085860,1963
U34999,1968
AF448539 ,1980
AF448536,1996
AF448538,1996
GU085859,2008
AF075257,1978
AF075251,1963
AF075253,1954
AF075254,1973
AF075255,1971
AF075256,1961
AF075259,1968
AF075258,1980
FAdenovir_N18
KC750803,2011
KC750802,2011
KC750801,2011
KC750800,2011
KC750799,2011
KC750798,2011
KC750797,2010
KC750796,2010
KC750795,2010
KC750794,2010
KC750793,2010
KC750792,2010
KC750791,2010
KC750790,2010
KC750789,2010
KC750788,2010
KC750787,2010
KC750786,2010
KC750785,2010
KC750784,2010
KC750783,2010
KC750782,2010
KC750781,2010
KC750780,2009
KC750779,2006
KC750778,2006
KC750777,2006
KC750776,2006
JQ647514,2011
JF304111,2010
FMVnuc_N2
GQ871933,2008
AB697843,2010
AB697844,2011
AB697845,2011
AB697846,2011
AB697847,2011
AB697848,2011
AB697849,2011
AB697850,2011
AB697851,2011
AB697852,2011
AB697853,2011
AB697856,2011
AB697855,2011
AB697854,2011
FbNYV_N5
GQ371215,2007
AM493899,2005
AM493898,2005
AM493901,2004
AM493900,2004
GQ274030,2001
GQ274029,2001
GQ274028,2001
GQ274027,2001
GQ274026,2001
GQ274025,2001
GQ274024,2001
GQ274023,2001
HBV18
AB205190,2000
AB205192,2000
DQ060828,1983
DQ060826,1983
AY738143,1997
DQ315786,2005
DQ315784,2003
M57663,1987
AB033550,1988
AB111121,1998
AB198083,2001
AB112471,2002
AB198078,2001
AB198080,2001
AB198081,2001
AB198082,2001
AB198084,2001
AY641558,2003
AY641561,2003
D28880,1992
DQ315782,2004
AB112348,1999
AB026814,1998
AB033556,1985
AB112472,2002
AB198077,2001
AB198079,2001
AB205123,2002
AB205124,2003
AY641560,2003
D23680,1991
D23684,1988
DQ315783,2003
AB049609,1996
AB112063,1998
AB112065,1998
AY641559,2003
AY641562,2003
AY641563,2003
D23682,1984
DQ315781,2003
AB111125,2001
AB111946,1998
AB112066,1999
AB112408,1999
AB115417,1996
AB198076,2001
D23683,1984
AB049610,1996
AF182802,1992
AY796031,2004
DQ315779,2003
AB119254,2003
AB188242,1999
AB205128,2000
AJ344117,1990
AY721608,2004
AB119252,2002
AB119255,2001
AB119256,1997
AB120308,1982
AB126581,2000
AB188241,1999
AB188243,1999
AY341335,2003
AY721606,2004
AY721607,2004
AY721609,2004
AY721611,2004
AY721612,2004
AY796030,2004
AB109475,2001
AB109476,1997
AB109479,1997
AB116266,1987
AB119251,2002
AB119253,2000
AB205126,2001
AY721605,2004
AY738143,1997
DQ315786,2005
DQ315784,2003
M57663,1987
AB033550,1988
AB111121,1998
AB198083,2001
AB112471,2002
AB198078,2001
AB198080,2001
AB198081,2001
AB198082,2001
AB198084,2001
AY641558,2003
AY641561,2003
D28880,1992
DQ315782,2004
AB112348,1999
AB026814,1998
AB033556,1985
AB112472,2002
AB198077,2001
AB198079,2001
AB205123,2002
AB205124,2003
AY641560,2003
D23680,1991
D23684,1988
DQ315783,2003
AB049609,1996
AB112063,1998
AB112065,1998
AY641559,2003
AY641562,2003
AY641563,2003
D23682,1984
DQ315781,2003
AB111125,2001
AB111946,1998
AB112066,1999
AB112408,1999
AB115417,1996
AB198076,2001
D23683,1984
AB049610,1996
AF182802,1992
AY796031,2004
DQ315779,2003
AB119254,2003
AB188242,1999
AB205128,2000
AJ344117,1990
AY721608,2004
AB119252,2002
AB119255,2001
AB119256,1997
AB120308,1982
AB126581,2000
AB188241,1999
AB188243,1999
AY341335,2003
AY721606,2004
AY721607,2004
AY721609,2004
AY721611,2004
AY721612,2004
AY796030,2004
AB109475,2001
AB109476,1997
AB109479,1997
AB116266,1987
AB119251,2002
AB119253,2000
AB205126,2001
AY721605,2004
AB205190,2000
HBV_C18
AB033550,1988
AB111121,1998
AB198083,2001
AB112471,2002
AB198078,2001
AB198080,2001
AB198081,2001
AB198082,2001
AB198084,2001
AY641558,2003
AY641561,2003
D28880,1992
DQ315782,2004
AB112348,1999
AB026814,1998
AB033556,1985
AB112472,2002
AB198077,2001
AB198079,2001
AB205123,2002
AB205124,2003
AY641560,2003
D23680,1991
D23684,1988
DQ315783,2003
AB049609,1996
AB112063,1998
AB112065,1998
AY641559,2003
AY641562,2003
AY641563,2003
D23682,1984
DQ315781,2003
AB111125,2001
AB111946,1998
AB112066,1999
AB112408,1999
AB115417,1996
AB198076,2001
D23683,1984
AB049610,1996
AF182802,1992
HBV_D18
AY796031,2004
DQ315779,2003
AB119254,2003
AB188242,1999
AB205128,2000
AJ344117,1990
AY721608,2004
AB119252,2002
AB119255,2001
AB119256,1997
AB120308,1982
AB126581,2000
AB188241,1999
AB188243,1999
AY341335,2003
AY721606,2004
AY721607,2004
AY721609,2004
AY721611,2004
AY721612,2004
AY796030,2004
AB109475,2001
AB109476,1997
AB109479,1997
AB116266,1987
AB119251,2002
AB119253,2000
AB205126,2001
AY721605,2004
HBV_N42
GQ924680,2007
GQ924679,2006
GQ924677,2006
GQ924673,2006
GQ924672,2006
HQ659544,2005
GQ924665,2006
GQ924661,2006
GQ924662,2006
GQ924663,2006
GQ924676,2007
GQ924675,2006
GQ924674,2006
GQ924671,2006
GQ924670,2006
GQ924669,2006
GQ924668,2006
GQ924667,2006
GQ924664,2006
GQ924666,2006
JX898733,2008
JX898732,2007
JX898731,2007
JX898730,1996
JX898729,1995
JX898728,1995
JX898727,1995
JX898726,1975
JX898725,1975
JX898724,1975
JX898723,1975
JX898722,1975
