ACMV25
Z83256,1995
AF230375,1997
AF126804,1997
AF126806,1997
AF126807,1997
AF126805,1997
AJ717546,2001
AJ717545,2001
AJ717557,2001
AJ717551,2001
AJ717553,2001
AJ717552,2001
AJ717554,2001
AJ717544,2001
AJ704935,2002
AJ717558,2002
AJ717547,2002
AJ717549,2002
AJ717550,2002
AJ717556,2002
AJ717548,2002
AJ717543,2001
AJ717538,2001
AJ717537,2001
AJ717542,2001
AJ717539,2001
AJ717536,2001
AJ717555,2002
AJ717541,2002
AJ717540,2002
AY795988,2002
AY795985,2002
AJ717534,2001
AJ717524,2002
AJ717526,2002
AJ717527,2002
AJ717532,2002
AJ717525,2002
AJ717529,2002
AJ717523,2002
AJ717531,2002
AJ717528,2002
AJ717516,2002
AF422174,1998
AJ516003,1999
AJ717560,2001
AJ717559,2001
AJ717567,2001
AJ717561,2001
AJ717566,2001
AJ717562,2001
AJ717568,2002
AJ717563,2002
AJ717565,2002
AJ717564,2002
AJ717583,2002
ASFV_N10
KC610539,2003
KC610538,1999
KC610537,2002
KC610536,1999
KC610535,1998
KC610534,2000
KC610533,1998
KC610532,2002
KC610531,2001
KC610530,1998
GQ410768,2008
GQ410771,2008
GQ410767,2008
KF303309,2012
KF303308,2012
KF303307,2012
KF303306,2012
KF303305,2012
KF303304,2012
KF303303,2012
KF303302,2012
KC990889,2012
KC990888,2013
KC990887,2013
KC990886,2010
KC990885,2012
KC990884,2012
KC990883,2012
KC990882,2010
KC990881,2010
KC990880,2010
KC990879,2011
KC990878,2010
KC990877,2011
KC990876,2010
KC990875,2012
KC990874,2013
FJ174447,2006
FJ174446,2006
FJ174445,2006
FJ174444,2006
FJ174443,2006
FJ174442,2006
FJ174441,2006
FJ174440,2007
FJ174439,2007
FJ174438,2007
FJ174437,2007
FJ174436,2003
FJ174435,2003
FJ174434,2003
FJ174433,2003
FJ174432,2003
FJ174431,2003
FJ174430,1964
FJ174429,1996
FJ174428,1998
FJ174427,1997
FJ174426,2001
FJ174425,1983
FJ174424,1972
FJ174423,1967
FJ174422,1964
FJ174421,1964
FJ174420,1957
FJ174419,1978
FJ174418,1998
FJ174417,1998
FJ174416,1997
FJ174415,1997
FJ174414,1996
FJ174413,1995
FJ174412,1993
FJ174411,1993
FJ174410,1991
FJ174409,1991
FJ174408,1990
FJ174407,1990
FJ174406,1988
FJ174405,1985
FJ174404,1984
FJ174403,1981
FJ174402,1981
FJ174401,1978
FJ174400,1994
FJ174399,1990
FJ174398,1988
FJ174397,1988
FJ174396,1985
FJ174395,1982
FJ174394,1975
FJ174393,1974
FJ174392,1969
FJ174391,1971
FJ174390,1971
FJ174389,1970
FJ174388,1968
FJ174387,1962
FJ174386,1961
FJ174385,1961
FJ174384,1961
FJ238536,1981
FJ238535,1978
FJ238534,1978
KC896388,1960
KC112574,2011
KC112573,2011
KC112572,2011
KC112571,2011
KC112570,2010
KC112569,2010
KC112568,2010
JN590916,2008
JN590915,2008
JN590914,2008
JX857507,2012
JX857506,2009
JX857505,2009
JX857504,2009
JX857503,2009
JX857502,2008
JX857501,2008
JX857500,2008
JX857499,2008
JX857498,2008
JX857497,2008
JX857496,2007
JX857495,2007
JX857494,2007
JQ771686,2008
JQ771685,2009
JQ771684,2009
JQ771683,2008
JQ771682,2008
JQ771681,2007
JN582358,2011
JN582357,2010
JN582356,2009
JN582355,2008
JN582354,2007
HQ645952,2009
HQ645951,2009
HQ645950,2009
HQ645949,2009
HQ645948,2009
HM745357,2005
HM745356,2005
HM745355,2005
HM745354,2005
HM745353,2005
HM745352,2005
HM745351,2005
HM745350,2005
HM745349,2005
HM745348,2005
HM745347,2005
HM745346,2005
HM745345,2005
HM745344,2005
HM745343,2005
HM745342,2005
HM745341,2005
HM745340,2005
HM745339,2005
HM745338,2005
HM745337,2005
HM745336,2005
HM745335,2008
HM745334,2008
HM745333,2008
HM745332,2009
HM745331,2009
HM745330,2009
HM745329,2009
HM745328,2009
HM745327,2009
HM745326,2009
HM745325,2009
HM745324,2008
HM745323,2008
GQ477151,2007
GQ477150,2007
GQ477149,2007
GQ477148,2007
GQ477147,2007
GQ477146,2007
GQ477145,2007
ASFV_N20
KF303309,2012
KF303308,2012
KF303307,2012
KF303306,2012
KF303305,2012
KF303304,2012
KF303303,2012
KF303302,2012
KC990889,2012
KC990888,2013
KC990887,2013
KC990886,2010
KC990885,2012
KC990884,2012
KC990883,2012
KC990882,2010
KC990881,2010
KC990880,2010
KC990879,2011
KC990878,2010
KC990877,2011
KC990876,2010
KC990875,2012
KC990874,2013
JN582358,2011
JN582357,2010
JN582356,2009
JN582355,2008
JN582354,2007
FJ174447,2006
FJ174446,2006
FJ174445,2006
FJ174444,2006
FJ174443,2006
FJ174442,2006
FJ174441,2006
FJ174440,2007
FJ174439,2007
FJ174438,2007
FJ174437,2007
FJ174436,2003
FJ174435,2003
FJ174434,2003
FJ174433,2003
FJ174432,2003
FJ174431,2003
FJ174430,1964
FJ174429,1996
FJ174428,1998
FJ174427,1997
FJ174426,2001
FJ174425,1983
FJ174424,1972
FJ174423,1967
FJ174422,1964
FJ174421,1964
FJ174420,1957
FJ174419,1978
FJ174418,1998
FJ174417,1998
FJ174416,1997
FJ174415,1997
FJ174414,1996
FJ174413,1995
FJ174412,1993
FJ174411,1993
FJ174410,1991
FJ174409,1991
FJ174408,1990
FJ174407,1990
FJ174406,1988
FJ174405,1985
FJ174404,1984
FJ174403,1981
FJ174402,1981
FJ174401,1978
FJ174400,1994
FJ174399,1990
FJ174398,1988
FJ174397,1988
FJ174396,1985
FJ174395,1982
FJ174394,1975
FJ174393,1974
FJ174392,1969
FJ174391,1971
FJ174390,1971
FJ174389,1970
FJ174388,1968
FJ174387,1962
FJ174386,1961
FJ174385,1961
FJ174384,1961
FJ238536,1981
FJ238535,1978
FJ238534,1978
KC896388,1960
JQ771686,2008
JQ771685,2009
JQ771684,2009
JQ771683,2008
JQ771682,2008
JQ771681,2007
JQ771692,2008
JQ771691,2009
JQ771690,2009
JQ771689,2008
JQ771688,2008
JQ771687,2007
Aspavir_N38
JN194148,2010
JN194147,2010
JN194146,2010
JN194145,2007
JN194144,2007
JN194143,2006
JN194142,2006
JN194141,2006
JQ356865,2011
JQ356864,2011
JQ356863,2011
JQ356862,2011
JQ356861,2011
JQ356860,2010
JQ356859,2010
JQ356858,2010
FJ876522,2008
FJ876521,2007
FJ876520,2007
FJ876519,2007
FJ876518,2007
FJ876517,2007
FJ876516,2006
FJ876515,2006
FJ876514,2006
FJ876513,2006
FJ876512,2006
FJ876511,2006
FJ876510,2006
FJ876509,2005
FJ876508,2005
FJ876507,2005
FJ876506,2005
FJ876505,2005
FJ876504,2005
FJ876503,2005
FJ876502,2005
FJ876501,2005
FJ876500,2005
FJ876499,2005
FJ876498,2005
FJ876497,2004
FJ876496,2004
FJ876495,2004
FJ876494,2004
FJ876493,2004
FJ876492,2004
FJ876491,2004
FJ876490,2004
FJ876489,2003
FJ876488,2003
FJ876487,2003
FJ876486,2003
FJ876485,2003
FJ876484,2003
FJ876483,2003
FJ876482,2002
FJ876481,2001
FJ876480,2000
FJ876479,1999
FJ876478,1998
FJ876477,1998
FJ876476,1998
FJ876475,1998
FJ876474,1996
FJ876473,1996
FJ876472,1995
FJ876471,1995
FJ876470,1995
FJ876469,1995
FJ876468,1994
FJ876467,1994
FJ876466,1994
FJ876465,1994
FJ876464,1994
FJ876463,1994
FJ876462,1994
FJ876461,1993
FJ876460,1993
Avpox_N28
KC017959,1985
KC017958,1992
KC017957,2008
KC017956,1999
KC017955,1985
KC017954,1984
KC017953,2005
KC017952,2003
KC017951,1997
KC017950,2008
KC017949,2008
KC017948,2008
KC017947,2008
KC017946,2008
KC017945,1999
KC017944,1998
KC017943,1998
KC017942,1995
KC017941,1993
KC017940,2001
KC017939,1996
KC017938,1991
KC017937,2001
KC017936,1986
KC017935,1993
KC017934,1989
KC017933,1992
KC017932,1993
KC017931,1980
KC017930,2004
KC017929,1980
KC017928,1993
KC017927,1986
KC017926,1993
KC017925,1980
KC017924,1994
KC017923,2005
KC017922,1989
KC017921,1993
KC017920,2005
KC017919,1985
KC017918,1989
KC017917,2008
KC017916,1994
KC017915,1991
KC017914,1985
KC017913,1992
KC017912,1987
KC017911,1994
KC017910,1991
KC017909,1989
KC017908,1991
KC017907,1991
KC017906,1991
KC017905,2007
